delta_pose,ir
[-0.006094  0.000363  0.114986],	[ 0.536  0.309  0.829  0.097  0.076  0.064]
[-0.003893  0.000460  0.217653],	[ 0.690  0.285  0.218  0.041  0.081  0.051]
[-0.001306  0.000073  0.151946],	[ 0.510  0.282  0.322  0.147  0.096  0.044]
[-0.000001  0.000000  0.262826],	[ 0.401  0.305  0.137  0.129  0.139  0.044]
[-0.000000 -0.000009  0.172480],	[ 0.436  0.302  0.066  0.085  0.196  0.046]
[ 0.000856 -0.000155  0.295679],	[ 0.452  0.339  0.115  0.071  0.230  0.083]
[ 0.001299 -0.000125  0.316213],	[ 0.631  0.374  0.104  0.073  0.296  0.139]
[ 0.000869 -0.000084  0.221759],	[ 0.379  0.424  0.071  0.083  0.302  0.259]
[ 0.002148 -0.000307  0.349066],	[ 0.191  0.403  0.053  0.127  0.499  0.249]
[ 0.001301 -0.000118  0.234079],	[ 0.185  0.458  0.057  0.070  0.186  0.300]
[ 0.002575 -0.000392  0.353173],	[ 0.155  0.482  0.121  0.070  1.011  0.348]
[ 0.001728 -0.000225  0.229973],	[ 0.100  0.514  0.076  0.060  0.448  0.354]
[ 0.003003 -0.000473  0.324426],	[ 0.092  0.556  0.076  0.075  0.891  0.354]
[ 0.001738 -0.000145  0.205333],	[ 0.079  0.440  0.054  0.085  0.073  0.247]
[ 0.003015 -0.000404  0.291573],	[ 0.089  0.440  0.048  0.124  0.121  0.225]
[ 0.001739 -0.000129  0.180693],	[ 0.126  0.327  0.052  0.160  0.097  0.087]
[ 0.000872  0.000036 -0.049280],	[ 0.112  0.331  0.051  0.149  0.096  0.098]
[ 0.000865  0.000111 -0.180693],	[ 0.087  0.369  0.046  0.139  0.127  0.150]
[-0.000001  0.000018 -0.147840],	[ 0.079  0.398  0.041  0.097  0.159  0.249]
[ 0.000864  0.000098 -0.246399],	[ 0.071  0.408  0.050  0.080  0.021  0.239]
[ 0.000001  0.000000 -0.164266],	[ 0.080  0.508  0.077  0.067  0.055  0.354]
[ 0.000858  0.000141 -0.254613],	[ 0.082  0.549  0.071  0.063  0.990  0.354]
[ 0.000436 -0.000000 -0.168373],	[ 0.106  0.528  0.140  0.062  0.244  0.330]
[ 0.000003  0.000009 -0.271039],	[ 0.140  0.470  0.045  0.073  0.544  0.298]
[ 0.000434  0.000043 -0.193013],	[ 0.189  0.488  0.035  0.070  0.499  0.304]
[ 0.000430  0.000075 -0.299786],	[ 0.080  0.452  0.035  0.102  0.544  0.263]
[ 0.000423  0.000101 -0.316213],	[ 0.291  0.424  0.047  0.067  0.169  0.281]
[ 0.000433  0.000045 -0.209440],	[ 0.647  0.476  0.079  0.058  0.784  0.300]
[ 0.000424  0.000105 -0.324426],	[ 0.510  0.335  0.099  0.050  0.164  0.109]
[ 0.000433  0.000045 -0.209440],	[ 0.848  0.302  0.032  0.060  0.196  0.060]
[ 0.000001  0.000011 -0.312106],	[ 0.392  0.285  0.088  0.099  0.152  0.044]
[ 0.003053  0.000043 -0.168373],	[ 0.536  0.312  0.306  0.112  0.095  0.043]
[ 0.019190  0.000485 -0.049280],	[ 0.431  0.298  0.247  0.213  0.092  0.058]
[ 0.016144 -0.000011 -0.004107],	[ 0.328  0.305  0.239  0.055  0.092  0.053]
[ 0.033965  0.001901 -0.082133],	[ 0.474  0.324  0.187  0.083  0.099  0.062]
[ 0.044919  0.005467 -0.254613],	[ 0.795  0.746  0.875  0.134  0.103  0.083]
[ 0.030058  0.001430 -0.119093],	[ 1.159  0.508  0.537  0.877  0.090  0.111]
[ 0.043166  0.001338 -0.078026],	[ 1.641  0.403  0.771  0.462  0.089  0.113]
[ 0.028361  0.000113 -0.012320],	[ 1.100  0.324  0.457  0.943  0.080  0.115]
[ 0.043552 -0.002457  0.065707],	[ 0.905  0.288  0.567  1.071  0.064  0.105]
[ 0.033090 -0.001826  0.123200],	[ 0.441  0.260  0.744  0.666  0.078  0.087]
[ 0.047946 -0.001787  0.090346],	[ 0.690  0.242  0.632  0.654  0.082  0.075]
[ 0.031849 -0.000335  0.028747],	[ 0.736  0.249  0.390  0.758  0.084  0.070]
[ 0.047908  0.002505 -0.082133],	[ 0.639  1.226  0.247  0.831  0.088  0.078]
[ 0.051443  0.001744 -0.090346],	[ 0.379  1.102  0.070  0.479  0.080  0.091]
[ 0.034468  0.000226 -0.020533],	[ 0.600  1.162  0.093  0.586  0.074  0.090]
[ 0.051050  0.000152 -0.012320],	[ 0.826  1.914  0.100  0.335  0.069  0.090]
[ 0.034034 -0.000086  0.000000],	[ 0.816  1.939  0.104  0.093  0.067  0.082]
[ 0.049701 -0.001696  0.049280],	[ 0.388  1.400  0.110  0.093  0.062  0.077]
[ 0.035333 -0.000632  0.053387],	[ 0.510  0.976  0.098  0.090  0.066  0.068]
[ 0.051045 -0.000595  0.036960],	[ 0.639  0.571  0.096  0.103  0.069  0.064]
[ 0.034470 -0.000106  0.012320],	[ 0.631  0.374  0.091  0.102  0.071  0.068]
[ 0.051487 -0.000143  0.008213],	[ 0.615  1.939  0.092  0.097  0.071  0.068]
[ 0.034034 -0.000124  0.008213],	[ 0.631  1.345  0.088  0.097  0.074  0.068]
[ 0.051486 -0.000231  0.008213],	[ 0.585  0.787  0.089  0.091  0.077  0.068]
[ 0.051486 -0.000285  0.008213],	[ 0.578  1.242  0.474  0.091  0.080  0.070]
[ 0.034034 -0.000016  0.000000],	[ 0.563  0.717  0.643  0.087  0.077  0.074]
[ 0.050614  0.000004  0.000000],	[ 0.563  1.132  0.577  0.088  0.085  0.075]
[ 0.034034  0.000106  0.000000],	[ 0.536  1.087  0.717  0.170  0.088  0.077]
[ 0.054501  0.001721 -0.061600],	[ 0.563  1.914  0.655  1.071  0.088  0.085]
[ 0.036212  0.000410 -0.028747],	[ 0.504  1.087  0.859  0.758  0.081  0.095]
[ 0.052795  0.000251 -0.012320],	[ 0.510  1.328  0.692  0.679  0.088  0.083]
[ 0.034034  0.000143 -0.008213],	[ 0.486  1.210  0.799  1.071  0.084  0.086]
[ 0.050614 -0.000176  0.008213],	[ 0.452  1.117  0.500  0.744  0.085  0.089]
[ 0.033597 -0.000072  0.004107],	[ 0.383  1.914  0.370  1.071  0.085  0.091]
[ 0.051487 -0.000124  0.008213],	[ 0.335  0.766  0.345  1.071  0.085  0.091]
[ 0.051487  0.000056  0.000000],	[ 0.301  1.328  0.345  0.978  0.083  0.086]
[ 0.035343 -0.000052  0.004107],	[ 0.243  0.938  0.339  0.801  0.085  0.091]
[ 0.047996 -0.000159  0.008213],	[ 0.208  1.914  0.345  0.479  0.085  0.087]
[ 0.012180 -0.000784  0.123200],	[ 0.169  1.495  0.339  0.393  0.075  0.082]
[ 0.019926 -0.002076  0.213546],	[ 0.135  0.424  0.322  1.071  0.087  0.064]
[ 0.009562 -0.000696  0.172480],	[ 0.139  0.435  0.306  0.462  0.110  0.065]
[ 0.009484 -0.001263  0.279253],	[ 0.156  0.388  0.311  0.575  0.166  0.074]
[ 0.004769 -0.000464  0.209440],	[ 0.212  0.266  0.509  0.815  0.110  0.100]
[ 0.006023 -0.000845  0.312106],	[ 0.755  0.207  0.491  0.317  0.099  0.152]
[ 0.003878 -0.000534  0.291573],	[ 0.406  0.152  0.655  0.666  0.096  0.130]
[ 0.010468 -0.000235  0.065707],	[ 0.411  0.163  0.426  0.506  0.104  0.111]
[ 0.020943 -0.000170  0.024640],	[ 0.366  0.163  0.328  0.359  0.097  0.109]
[ 0.019635 -0.000018  0.004107],	[ 0.350  0.185  0.328  0.462  0.110  0.109]
[ 0.034470 -0.000159  0.012320],	[ 0.301  0.236  0.449  0.317  0.110  0.109]
[ 0.025744 -0.000002  0.004107],	[ 0.285  0.260  0.491  0.301  0.112  0.111]
[ 0.040142 -0.000111  0.008213],	[ 0.230  0.298  0.281  1.052  0.115  0.109]
[ 0.027925 -0.000188  0.008213],	[ 0.212  0.160  0.577  0.340  0.112  0.107]
[ 0.044069 -0.000195  0.004107],	[ 0.166  0.388  0.679  0.877  0.115  0.110]
[ 0.028606 -0.002993  0.139626],	[ 0.145  0.388  0.744  0.335  0.125  0.102]
[ 0.013477 -0.000987  0.151946],	[ 0.118  0.413  0.073  0.758  0.118  0.094]
[ 0.014654 -0.001997  0.271039],	[ 0.120  0.482  0.799  0.180  0.244  0.094]
[ 0.006513 -0.000533  0.193013],	[ 0.188  0.365  0.598  0.365  0.098  0.109]
[ 0.007743 -0.001095  0.312106],	[ 0.615  0.291  0.632  0.462  0.088  0.211]
[ 0.002617 -0.000063  0.082133],	[ 0.870  0.151  0.433  0.535  0.078  0.098]
[ 0.000000  0.000002  0.008213],	[ 1.017  0.258  0.609  0.462  0.079  0.085]
[ 0.005236 -0.000011  0.000000],	[ 0.837  0.234  0.465  0.525  0.074  0.104]
[ 0.019635  0.000014 -0.004107],	[ 0.882  0.247  0.609  0.525  0.069  0.118]
[ 0.031830 -0.001103  0.045173],	[ 0.805  0.227  0.457  0.506  0.054  0.110]
[ 0.030466 -0.001745  0.139626],	[ 1.662  0.242  0.500  0.717  0.040  0.076]
[ 0.049653 -0.002438  0.131413],	[ 0.339  0.263  0.527  0.422  0.028  0.072]
[ 0.034900 -0.000548  0.041067],	[ 0.463  0.324  0.426  0.654  0.403  0.057]
[ 0.054100 -0.000529  0.032853],	[ 0.550  0.255  0.527  0.462  0.532  0.048]
[ 0.035343 -0.000124  0.012320],	[ 0.543  0.403  0.426  0.479  0.468  0.036]
[ 0.053668 -0.000274  0.012320],	[ 0.523  0.429  0.426  0.445  0.704  0.314]
[ 0.034906  0.000056  0.000000],	[ 0.523  0.482  0.433  0.462  0.544  0.330]
[ 0.053232 -0.000109  0.008213],	[ 0.492  0.501  0.376  0.393  0.488  0.322]
[ 0.035779  0.000030  0.000000],	[ 0.388  0.535  0.390  0.462  0.555  0.292]
[ 0.053232 -0.000183  0.008213],	[ 0.406  0.542  0.040  0.462  0.704  0.314]
[ 0.053668 -0.000222  0.004107],	[ 0.339  0.535  0.032  0.445  0.080  0.292]
[ 0.035343 -0.000090  0.004107],	[ 0.314  0.595  0.032  0.414  0.082  0.289]
[ 0.051923 -0.000072  0.004107],	[ 0.226  0.619  0.036  0.277  0.085  0.300]
[ 0.034034 -0.000088  0.008213],	[ 0.210  0.619  0.035  0.029  0.086  0.201]
[ 0.051050 -0.000194  0.004107],	[ 0.157  0.619  0.032  0.031  0.083  0.085]
[ 0.033598  0.000034 -0.004107],	[ 0.124  0.661  0.033  0.031  0.088  0.082]
[ 0.016523  0.001170 -0.123200],	[ 0.082  0.440  0.037  0.032  0.087  0.089]
[ 0.010886  0.000567 -0.127306],	[ 0.082  0.571  0.050  0.021  0.067  0.102]
[ 0.009500  0.001212 -0.246399],	[ 0.090  0.282  0.067  0.021  0.073  0.142]
[ 0.006025  0.000881 -0.287466],	[ 0.117  0.135  0.045  0.032  0.084  0.318]
[ 0.002169  0.000211 -0.201226],	[ 0.136  0.088  0.016  0.052  0.116  0.350]
[ 0.002992  0.000547 -0.307999],	[ 0.091  0.068  0.015  0.111  0.767  0.311]
[ 0.001731  0.000200 -0.205333],	[ 0.076  0.054  0.028  0.048  1.033  0.318]
[ 0.001715  0.000288 -0.303893],	[ 0.083  0.063  0.050  0.040  0.751  0.298]
[ 0.001735  0.000143 -0.197120],	[ 0.100  0.075  0.062  0.034  0.296  0.079]
[ 0.001732  0.000148 -0.295679],	[ 0.126  0.108  0.066  0.037  0.499  0.039]
[ 0.000871  0.000052 -0.188906],	[ 0.826  0.127  0.045  0.057  0.095  0.023]
[ 0.000872  0.000025 -0.098560],	[ 1.144  0.091  0.036  0.065  0.115  0.021]
[ 0.000436  0.000002 -0.012320],	[ 1.129  0.091  0.038  0.060  0.119  0.021]
[ 0.000436  0.000000 -0.004107],	[ 1.144  0.072  0.037  0.062  0.115  0.025]
[ 0.000001 -0.000025 -0.065707],	[ 0.870  0.084  0.039  0.071  0.109  0.027]
[ 0.000436  0.000021 -0.094453],	[ 0.690  0.077  0.035  0.090  0.090  0.028]
[ 0.000867  0.000089 -0.180693],	[ 0.681  0.069  0.037  0.101  0.081  0.033]
[ 0.000436  0.000002 -0.012320],	[ 0.397  0.066  0.041  0.078  0.072  0.035]
[ 0.005672  0.000005  0.004107],	[ 0.446  0.051  0.037  0.080  0.069  0.034]
[ 0.008290 -0.000009  0.004107],	[ 0.441  0.078  0.032  0.072  0.074  0.037]
[ 0.030836  0.002535 -0.143733],	[ 0.169  0.097  0.034  0.065  0.071  0.044]
[ 0.026918  0.002248 -0.188906],	[ 0.717  0.136  0.042  0.048  0.070  0.077]
[ 0.046140  0.002638 -0.147840],	[ 0.647  0.169  0.094  0.044  0.054  0.081]
[ 0.047110  0.000978 -0.049280],	[ 0.615  0.225  0.632  0.049  0.049  0.079]
[ 0.032722 -0.000387  0.012320],	[ 0.631  0.247  0.457  0.054  0.032  0.076]
[ 0.056304 -0.005979  0.205333],	[ 0.529  0.213  0.426  0.070  0.458  0.054]
[ 0.039936 -0.003420  0.188906],	[ 1.100  1.989  0.339  0.076  0.412  0.030]
[ 0.062390 -0.006118  0.238186],	[ 0.237  0.339  0.317  0.089  0.421  0.279]
[ 0.039664 -0.001526  0.094453],	[ 0.383  0.291  0.317  0.097  0.412  0.289]
[ 0.057266 -0.005271  0.172480],	[ 0.441  0.222  0.322  0.090  1.171  0.304]
[ 0.039515 -0.003282  0.184800],	[ 0.571  0.244  0.345  0.106  0.321  0.243]
[ 0.060361 -0.007904  0.279253],	[ 0.468  0.619  0.396  0.121  0.180  0.290]
[ 0.059193 -0.003479  0.131413],	[ 0.571  0.528  0.537  0.143  0.139  0.292]
[ 0.036647  0.000507  0.008213],	[ 0.492  0.556  0.692  1.071  0.403  0.300]
[ 0.058970  0.005718 -0.188906],	[ 0.510  0.549  0.247  0.666  0.341  0.154]
[ 0.040406  0.003141 -0.176586],	[ 0.492  0.508  0.110  0.254  0.193  0.084]
[ 0.061154  0.008628 -0.287466],	[ 0.421  0.521  0.185  0.170  0.172  0.105]
[ 0.027640  0.003340 -0.271039],	[ 0.298  0.393  0.370  0.254  0.159  0.352]
[ 0.036150  0.007147 -0.398346],	[ 0.274  0.627  0.322  0.400  0.136  0.337]
[ 0.017712  0.002154 -0.258719],	[ 0.291  0.556  0.263  0.479  0.136  0.332]
[ 0.021236  0.001912 -0.258719],	[ 0.274  0.167  0.263  0.263  1.033  0.318]
[ 0.028359 -0.000161 -0.028747],	[ 0.208  0.209  0.704  0.156  0.767  0.348]
[ 0.027825 -0.002115  0.147840],	[ 0.239  0.320  0.744  0.177  0.095  0.336]
[ 0.023691 -0.003244  0.324426],	[ 0.188  0.501  0.221  0.422  0.089  0.342]
[ 0.013024 -0.001081  0.205333],	[ 0.159  0.508  0.317  0.223  0.096  0.081]
[ 0.012891 -0.001963  0.320319],	[ 0.156  0.501  0.383  0.372  0.110  0.076]
[ 0.006940 -0.000657  0.205333],	[ 0.169  0.458  0.449  0.910  0.218  0.080]
[ 0.012170 -0.000799  0.229973],	[ 0.230  0.339  0.730  0.079  0.134  0.104]
[ 0.013086 -0.000244  0.049280],	[ 0.226  0.476  0.396  0.259  0.132  0.115]
[ 0.028792 -0.000498  0.041067],	[ 0.216  0.488  0.301  0.160  0.115  0.221]
[ 0.033612 -0.004705  0.271039],	[ 0.288  0.185  0.163  0.307  0.084  0.142]
[ 0.016042 -0.001590  0.201226],	[ 0.258  0.205  0.286  0.565  0.069  0.115]
[ 0.022192 -0.001265  0.176586],	[ 0.401  0.266  0.291  0.943  0.071  0.090]
[ 0.017452 -0.000174  0.032853],	[ 0.375  0.288  0.239  1.052  0.085  0.082]
[ 0.030978 -0.000222  0.020533],	[ 0.324  0.305  0.363  1.052  0.085  0.084]
[ 0.024434 -0.000073  0.008213],	[ 0.294  0.339  0.396  1.033  0.089  0.081]
[ 0.041015 -0.000165  0.008213],	[ 0.258  0.356  0.449  0.565  0.088  0.081]
[ 0.029671  0.000030  0.000000],	[ 0.228  0.398  0.390  1.071  0.094  0.081]
[ 0.048869  0.000172  0.000000],	[ 0.176  0.403  0.396  0.307  0.093  0.081]
[ 0.034470  0.000018  0.004107],	[ 0.152  0.424  0.339  0.654  0.096  0.086]
[ 0.036362 -0.004280  0.147840],	[ 0.095  0.458  0.296  0.535  0.095  0.080]
[ 0.026766 -0.003361  0.271039],	[ 0.073  0.464  0.339  0.156  0.102  0.077]
[ 0.013887 -0.001220  0.188906],	[ 0.058  0.388  0.363  0.197  0.052  0.078]
[ 0.015464 -0.002383  0.312106],	[ 0.073  0.335  0.214  0.691  0.053  0.137]
[ 0.007803 -0.000759  0.213546],	[ 0.131  0.278  0.418  0.497  0.023  0.070]
[ 0.008578 -0.001384  0.328533],	[ 0.358  0.211  0.679  0.565  0.022  0.055]
[ 0.004791 -0.000213  0.151946],	[ 0.416  0.190  0.537  0.393  0.027  0.033]
[ 0.000000  0.000004  0.016427],	[ 0.486  0.175  0.491  0.479  0.027  0.030]
[-0.000000  0.000000  0.000000],	[ 0.486  0.181  0.491  0.422  0.027  0.030]
[-0.000000  0.000000  0.000000],	[ 0.498  0.180  0.457  0.359  0.027  0.030]
[ 0.003491  0.000002  0.000000],	[ 0.436  0.175  0.500  0.386  0.027  0.032]
[ 0.003491  0.000009  0.000000],	[ 0.436  0.190  0.426  0.445  0.027  0.030]
[ 0.006981 -0.000016  0.008213],	[ 0.486  0.194  0.527  0.400  0.025  0.026]
[ 0.006545  0.000002  0.004107],	[ 0.463  0.203  0.433  0.679  0.028  0.025]
[ 0.012653 -0.000050  0.012320],	[ 0.431  0.211  0.500  0.597  0.029  0.029]
[ 0.009599 -0.000000  0.000000],	[ 0.463  0.234  0.500  0.565  0.029  0.030]
[ 0.017017 -0.000070  0.004107],	[ 0.441  0.247  0.527  0.772  0.026  0.029]
[ 0.011781 -0.000022  0.004107],	[ 0.421  0.266  0.704  0.462  0.031  0.031]
[ 0.019635 -0.000048  0.004107],	[ 0.397  0.285  0.296  0.497  0.031  0.030]
[ 0.020071 -0.000091  0.008213],	[ 0.379  0.316  0.281  0.497  0.032  0.029]
[ 0.014399 -0.000029  0.004107],	[ 0.358  0.320  0.643  0.414  0.034  0.030]
[ 0.022689 -0.000088  0.008213],	[ 0.339  0.196  0.692  0.454  0.034  0.029]
[ 0.015272 -0.000014  0.004107],	[ 0.324  0.352  0.433  0.488  0.037  0.030]
[ 0.023562 -0.000072  0.008213],	[ 0.294  0.242  0.632  0.535  0.037  0.029]
[ 0.017017  0.000005  0.004107],	[ 0.271  0.295  0.163  0.619  0.040  0.030]
[ 0.027489 -0.000086  0.004107],	[ 0.251  0.312  0.090  0.772  0.042  0.033]
[ 0.020508  0.000032 -0.004107],	[ 0.237  0.327  0.052  0.927  0.044  0.034]
[ 0.034034 -0.000077  0.008213],	[ 0.198  0.435  0.096  0.910  0.046  0.035]
[ 0.024871 -0.000038  0.004107],	[ 0.174  0.452  0.094  0.877  0.049  0.036]
[ 0.039269 -0.000215  0.008213],	[ 0.131  0.470  0.094  0.758  0.052  0.039]
[ 0.040142 -0.000041  0.000000],	[ 0.110  0.488  0.093  0.220  0.052  0.040]
[ 0.007854  0.000002  0.000000],	[ 0.071  0.476  0.091  0.059  0.058  0.041]
[ 0.007396 -0.000503  0.110880],	[ 0.061  0.476  0.087  0.057  0.055  0.038]
[ 0.003046 -0.000188  0.127306],	[ 0.060  0.361  0.077  0.454  0.061  0.029]
[ 0.003888 -0.000465  0.242293],	[ 0.069  0.388  0.068  0.704  0.115  0.025]
[ 0.002173 -0.000148  0.193013],	[ 0.090  0.249  0.073  0.535  0.069  0.027]
[ 0.003437 -0.000507  0.353173],	[ 0.191  0.139  0.142  0.470  0.044  0.065]
[ 0.002170 -0.000175  0.225866],	[ 0.132  0.106  0.704  0.437  0.031  0.066]
[ 0.003437 -0.000505  0.361386],	[ 0.108  0.083  0.345  0.772  0.049  0.053]
[ 0.002168 -0.000207  0.234079],	[ 0.096  0.104  0.577  0.188  0.065  0.024]
[ 0.003002 -0.000503  0.340853],	[ 0.342  0.162  0.243  0.129  0.119  0.021]
[ 0.003029 -0.000323  0.217653],	[ 0.354  0.187  0.205  0.070  0.083  0.033]
[ 0.003896 -0.000403  0.291573],	[ 0.536  0.122  0.119  0.058  0.077  0.118]
[ 0.003039 -0.000268  0.209440],	[ 0.504  0.107  0.100  0.062  0.070  0.081]
[ 0.001744 -0.000039  0.073920],	[ 0.510  0.098  0.079  0.066  0.072  0.091]
[-0.000000 -0.000002  0.008213],	[ 0.510  0.103  0.082  0.065  0.071  0.090]
[-0.000436 -0.000002  0.004107],	[ 0.523  0.101  0.082  0.066  0.072  0.078]
[-0.000000 -0.000004  0.000000],	[ 0.504  0.102  0.078  0.067  0.069  0.081]
[-0.000000 -0.000007  0.008213],	[ 0.510  0.101  0.081  0.065  0.070  0.079]
[ 0.000436 -0.000014  0.045173],	[ 0.523  0.097  0.078  0.070  0.072  0.085]
[ 0.002182 -0.000002 -0.012320],	[ 0.550  0.101  0.069  0.069  0.072  0.084]
[ 0.004363  0.000004  0.000000],	[ 0.498  0.104  0.072  0.064  0.072  0.087]
[ 0.007854  0.000004  0.000000],	[ 0.517  0.112  0.067  0.069  0.070  0.100]
[ 0.007418 -0.000025  0.004107],	[ 0.504  0.121  0.076  0.069  0.059  0.101]
[ 0.016144 -0.000129  0.012320],	[ 0.510  0.138  0.076  0.070  0.035  0.087]
[ 0.015708 -0.000000  0.000000],	[ 0.504  0.157  0.076  0.072  0.072  0.085]
[ 0.030107 -0.000108  0.012320],	[ 0.480  0.192  0.076  0.075  0.379  0.086]
[ 0.023562 -0.000095  0.008213],	[ 0.452  0.227  0.073  0.072  0.704  0.083]
[ 0.040142 -0.000228  0.008213],	[ 0.426  0.278  0.072  0.072  0.646  0.076]
[ 0.045378  0.000143 -0.000000],	[ 0.401  0.324  0.070  0.073  0.735  0.055]
[ 0.022098  0.002318 -0.176586],	[ 0.366  0.379  0.078  0.069  1.011  0.133]
[ 0.020819  0.001951 -0.205333],	[ 0.335  0.369  0.104  0.064  0.458  0.073]
[ 0.022347  0.003379 -0.303893],	[ 0.358  0.365  0.158  0.076  1.100  0.150]
[ 0.009971  0.000984 -0.209440],	[ 0.411  0.244  0.104  0.124  0.321  0.137]
[ 0.013040  0.000843 -0.197120],	[ 0.837  0.194  0.243  0.129  0.060  0.223]
[ 0.012653  0.000120 -0.020533],	[ 0.656  0.213  0.243  0.091  0.193  0.225]
[ 0.031852  0.000104 -0.004107],	[ 0.543  0.255  0.190  0.073  0.138  0.136]
[ 0.029169  0.001668 -0.110880],	[ 0.370  0.249  0.211  0.414  0.122  0.120]
[ 0.049561  0.006666 -0.283359],	[ 0.346  0.278  0.172  0.094  0.114  0.279]
[ 0.037842  0.002452 -0.168373],	[ 0.335  0.291  0.193  0.220  0.891  0.227]
[ 0.057027  0.003338 -0.135520],	[ 0.523  0.408  0.221  0.151  0.114  0.263]
[ 0.024230  0.002716 -0.213546],	[ 0.893  0.408  0.214  0.149  0.164  0.253]
[ 0.030493  0.004666 -0.324426],	[ 0.755  0.388  0.163  0.200  0.124  0.171]
[ 0.014308  0.001388 -0.209440],	[ 0.543  0.458  0.170  0.087  0.115  0.332]
[ 0.025230  0.001576 -0.188906],	[ 0.690  0.229  0.156  0.254  0.510  0.259]
[ 0.020504  0.000308 -0.045173],	[ 0.321  0.398  0.132  0.203  0.448  0.265]
[ 0.037017  0.002127 -0.086240],	[ 0.346  0.291  0.135  0.203  0.544  0.279]
[ 0.028000  0.003836 -0.283359],	[ 0.517  0.324  0.704  0.143  0.510  0.237]
[ 0.006107  0.000109 -0.057493],	[ 0.805  0.393  0.609  0.138  0.421  0.245]
[ 0.012654 -0.000022 -0.004107],	[ 0.717  0.393  0.567  0.139  0.412  0.241]
[ 0.013526  0.000029 -0.004107],	[ 0.745  0.408  0.567  0.156  0.458  0.249]
[ 0.030107 -0.000091  0.004107],	[ 0.736  0.435  0.598  1.090  0.063  0.277]
[ 0.025307 -0.000000  0.000000],	[ 0.717  0.424  0.598  0.731  0.051  0.269]
[ 0.044069 -0.000204  0.012320],	[ 0.736  0.458  0.598  1.071  0.053  0.265]
[ 0.031852 -0.000081  0.004107],	[ 0.699  0.458  0.679  0.608  0.052  0.275]
[ 0.052659  0.003270 -0.102666],	[ 0.699  0.482  0.620  0.597  0.052  0.300]
[ 0.057511  0.002523 -0.106773],	[ 0.755  0.482  0.058  0.654  0.041  0.068]
[ 0.037520  0.000500 -0.032853],	[ 0.690  0.452  0.071  0.515  0.029  0.065]
[ 0.055412  0.000414 -0.020533],	[ 0.681  0.435  0.084  0.393  0.025  0.056]
[ 0.036175 -0.001465  0.061600],	[ 0.726  0.446  0.087  0.109  0.023  0.040]
[ 0.060253 -0.005819  0.201226],	[ 0.578  0.501  0.061  0.075  0.042  0.024]
[ 0.041409 -0.001558  0.094453],	[ 0.486  0.458  0.047  0.072  0.290  0.013]
[ 0.059319  0.001410  0.000000],	[ 0.529  0.476  0.028  0.070  0.379  0.019]
[ 0.042228  0.002393 -0.119093],	[ 0.543  0.508  0.032  0.046  0.499  0.030]
[ 0.034892  0.006556 -0.386026],	[ 0.563  0.429  0.057  0.036  0.279  0.099]
[ 0.022517  0.002345 -0.229973],	[ 0.571  0.429  0.339  0.033  0.183  0.081]
[ 0.024378  0.004175 -0.357279],	[ 0.163  0.209  0.771  0.054  0.274  0.173]
[ 0.021311  0.001264 -0.209440],	[ 0.274  0.169  0.577  1.071  0.214  0.249]
[ 0.018323  0.000269 -0.041067],	[ 0.288  0.185  0.457  0.608  0.218  0.253]
[ 0.037832  0.002737 -0.119093],	[ 0.210  0.211  0.491  0.978  0.193  0.233]
[ 0.017805  0.001417 -0.193013],	[ 0.592  0.227  0.396  0.497  0.186  0.149]
[ 0.017355  0.001529 -0.197120],	[ 0.350  0.220  0.067  0.943  0.183  0.337]
[ 0.013090  0.000047 -0.024640],	[ 0.342  0.227  0.026  0.488  0.164  0.350]
[ 0.026616 -0.000156  0.004107],	[ 0.298  0.263  0.027  0.454  0.180  0.352]
[ 0.023562 -0.000059  0.000000],	[ 0.285  0.295  0.024  0.497  0.190  0.352]
[ 0.042324 -0.000109  0.004107],	[ 0.243  0.335  0.021  0.454  0.214  0.330]
[ 0.035248  0.005506 -0.238186],	[ 0.237  0.446  0.026  0.156  0.200  0.333]
[ 0.019503  0.001963 -0.209440],	[ 0.205  0.452  0.064  0.016  0.112  0.341]
[ 0.023015  0.001751 -0.217653],	[ 0.234  0.446  0.098  0.020  0.421  0.332]
[ 0.016578  0.000240 -0.041067],	[ 0.234  0.482  0.085  0.038  0.371  0.307]
[ 0.029572  0.002323 -0.098560],	[ 0.220  0.452  0.132  0.052  0.203  0.336]
[ 0.012615  0.000787 -0.176586],	[ 0.155  0.452  0.121  0.089  0.230  0.259]
[ 0.015943  0.002154 -0.283359],	[ 0.271  0.185  0.077  0.062  0.127  0.267]
[ 0.006937  0.000648 -0.213546],	[ 0.163  0.162  0.064  0.116  0.328  0.263]
[ 0.008566  0.001404 -0.336746],	[ 0.162  0.156  0.083  0.096  0.532  0.281]
[ 0.003900  0.000384 -0.234079],	[ 0.166  0.194  0.106  0.084  0.448  0.322]
[ 0.004711  0.000799 -0.340853],	[ 0.251  0.266  0.129  0.093  0.248  0.071]
[ 0.003009  0.000450 -0.316213],	[ 0.317  0.393  0.133  0.106  0.478  0.100]
